ID	p.Age	q.Age	Coefficient.Age	p.Sex	q.Sex	Coefficient.Sex	p.Cohort	q.Cohort	Coefficient.Cohort.Interval2	Coefficient.Cohort.Longenity.OPEL	Coefficient.Cohort.Longenity.OPUS
RIPK2.8993.151.3	5,63E-25	1,00E-23	0,001211476	8,98E-17	9,62E-16	0,025317661	0,081597919	0,114636846	0,010152032	0,001103806	0,001213726
BOC.4328.2.2	9,03E-25	1,60E-23	-0,001955418	0,000309023	0,000890533	-0,017745186	0,008005704	0,015341228	-0,005051371	-0,000320871	0,028387462
ITIH1.7955.195.3	2,27E-24	3,99E-23	-0,000798463	1,55E-06	6,53E-06	-0,009742662	0,002527036	0,005716614	-0,002812573	-0,015356335	-0,006197416
TGFBI.3283.21.1	2,84E-24	4,97E-23	0,001161522	5,34E-85	4,34E-83	0,058986844	6,80E-07	4,40E-06	-0,0086149	0,027170898	0,004553222
SOCS3.11440.58.3	3,88E-24	6,75E-23	0,0013135	8,61E-10	5,27E-09	0,020580927	0,082583533	0,115799057	-0,005354604	-0,001215146	-0,014883917
FAM19A4.6511.17.3	4,40E-24	7,62E-23	-0,001393634	3,52E-14	3,15E-13	0,027044373	2,97E-06	1,61E-05	-0,005691227	0,004930789	0,03376979
KLK15.6491.59.3	5,11E-24	8,79E-23	-0,001677386	0,083033849	0,128165704	-0,007432706	0,030935276	0,049798973	0,010616386	-0,000676399	0,018459452
ATP1B2.7218.87.3	6,01E-24	1,03E-22	-0,000954249	6,74E-18	7,88E-17	-0,021148273	3,59E-10	4,84E-09	-0,009437806	-0,018733299	0,012854685
EIF2B1.10080.9.3	7,13E-24	1,21E-22	0,00302491	0,210094437	0,281247702	0,009722655	0,214650629	0,262750968	0,007906226	-0,000859207	-0,026223419
FUT5.4549.78.2	1,38E-23	2,34E-22	0,001641999	0,000846546	0,002197114	0,014153705	0,004141122	0,008633488	0,01058293	0,005050096	0,027073368
IL5RA.13686.2.3	1,71E-23	2,87E-22	0,002181825	0,830643846	0,86831421	-0,001207084	0,026138554	0,043000715	0,012630124	0,013496649	-0,015578756
RUFY1.11425.31.3	1,73E-23	2,89E-22	-0,001308321	0,134942931	0,193389551	0,00506044	0,294473889	0,348296047	-0,007206499	-0,00035502	-0,007167972
BID.5798.3.3	2,34E-23	3,88E-22	0,001846144	0,021127546	0,039162277	0,011049177	0,004329344	0,00894935	-0,020896913	-0,000134428	0,007665529
MIA.2687.2.1	2,45E-23	4,05E-22	-0,001065113	6,30E-05	0,000204915	0,011075068	3,32E-29	7,46E-27	-0,001935787	0,041749675	0,062266552
SUMF1.6941.11.3	4,49E-23	7,38E-22	0,001197141	3,98E-15	3,86E-14	-0,024655763	3,63E-05	0,000145252	0,008568803	-0,012577511	0,015760489
TFF3.8323.163.3	5,60E-23	9,15E-22	-0,002728706	1,23E-55	5,60E-54	-0,113906067	1,24E-15	4,38E-14	0,020520596	0,064161346	0,123001258
GGT2.6334.9.3	7,41E-23	1,20E-21	0,002157502	1,13E-07	5,44E-07	0,030099597	1,64E-11	2,88E-10	0,053382402	0,011106978	0,002776795
CD55.5069.9.3	7,65E-23	1,24E-21	0,000858063	8,36E-09	4,58E-08	0,013009626	1,82E-09	2,09E-08	0,003557856	0,013310602	0,030189397
CCDC126.6388.21.3	7,87E-23	1,27E-21	-0,001534188	1,68E-10	1,11E-09	-0,025810085	8,64E-05	0,00030456	-0,012199768	0,005308246	0,028319294
MATN4.7083.74.3	1,01E-22	1,61E-21	-0,001584118	2,52E-18	3,02E-17	0,036597436	2,00E-05	8,62E-05	0,011045738	0,032008802	0,037332657
PIANP.14114.18.3	1,30E-22	2,07E-21	-0,001515598	3,37E-07	1,54E-06	-0,020451324	9,27E-09	9,29E-08	-0,003454067	0,024617609	0,049504028
CDH5.2819.23.2	1,51E-22	2,39E-21	-0,000971449	0,000498794	0,001358447	0,008952625	1,16E-12	2,44E-11	-0,013978065	0,00769474	0,029089456
RNASE6.5646.20.3	1,63E-22	2,56E-21	0,001457205	0,017940648	0,033877596	0,009133719	1,62E-15	5,64E-14	0,018288469	0,044389878	0,062101658
KIAA0040.14603.51.3	2,25E-22	3,52E-21	0,001325191	2,79E-11	2,01E-10	0,023495658	0,005800258	0,011486631	-0,013911396	-0,006847926	-0,016156505
LPO.4801.13.3	3,16E-22	4,92E-21	-0,001653772	0,96639611	0,974863445	-0,000185743	0,217988153	0,266227702	0,004304167	0,001141659	0,016583791
TNFRSF1A.2654.19.1	4,07E-22	6,30E-21	0,001133277	0,314358895	0,394127633	-0,003048175	4,79E-20	3,05E-18	0,005533488	0,033258881	0,05910955
EPHB6.5078.82.3	5,97E-22	9,19E-21	-0,000864899	9,39E-45	3,19E-43	-0,032966069	3,87E-20	2,57E-18	0,004164055	0,026985272	0,04517153
LILRB2.5091.28.3	6,02E-22	9,22E-21	0,001068254	0,001601695	0,003922831	-0,009054547	0,263945317	0,316280235	0,006946672	-0,001896786	0,001618386
F10.3077.66.2	1,46E-21	2,23E-20	-0,000994962	0,000396681	0,001108207	-0,009560223	0,000352117	0,001025838	0,00220116	-0,021065119	-0,015859902
MENT.5744.12.3	2,01E-21	3,05E-20	-0,002145798	3,48E-12	2,71E-11	-0,040721161	0,025757678	0,042469677	-0,021841252	-0,015195761	-0,003786431
CIRBP.12724.81.3	2,19E-21	3,30E-20	0,001929936	1,70E-05	6,15E-05	0,02262295	0,118316408	0,15687919	-0,014222341	-0,006381882	0,006402881
TNFRSF1B.8368.102.3	2,32E-21	3,47E-20	0,001122111	0,456708899	0,53735862	0,002275321	2,32E-24	3,23E-22	0,008775527	0,042399597	0,064833268
CTBS.6115.40.3	3,12E-21	4,66E-20	0,001627007	0,010966196	0,021954909	0,011317258	0,005285587	0,01058168	0,00417763	0,007646842	0,031095332
FAM174A.6597.24.3	4,17E-21	6,19E-20	0,001762199	0,299217559	0,378715431	-0,005016948	0,394521819	0,449683973	-0,008442312	-0,011930422	-0,003095425
RBM3.12747.89.3	4,48E-21	6,61E-20	0,002209795	5,62E-08	2,77E-07	0,032992457	0,547645233	0,596152701	-0,010268296	0,00503018	0,002142117
IL22RA2.5087.5.3	4,88E-21	7,18E-20	-0,001257911	1,93E-14	1,77E-13	-0,026545974	0,025407317	0,041915625	0,008055917	-0,001464954	0,015363506
CA6.3352.80.3	7,13E-21	1,04E-19	-0,002414146	2,74E-99	3,08E-97	0,144656615	0,015014795	0,026329901	-0,016451881	-0,027610668	-0,038008272
CBFB.10048.7.3	7,39E-21	1,08E-19	0,000947375	4,29E-18	5,10E-17	0,022773735	0,228713619	0,277934082	0,000895821	-0,001841214	0,008712227
SFRP1.3221.54.1	7,88E-21	1,14E-19	0,001309584	7,85E-10	4,82E-09	-0,022288215	1,11E-08	1,10E-07	-0,022936224	-0,002408299	0,021363736
GFRAL.6920.1.3	8,32E-21	1,20E-19	0,001306791	1,59E-07	7,57E-07	-0,018961017	0,497761047	0,547998925	0,007145779	0,001203743	0,003095438
TAC1.9337.43.3	1,21E-20	1,73E-19	0,001809363	1,52E-08	8,02E-08	0,028477027	0,044610536	0,068138808	-0,008978413	0,002488206	0,021608499
IGFLR1.7244.16.3	1,52E-20	2,16E-19	0,001380151	0,803011306	0,846417323	0,000958118	2,32E-12	4,80E-11	0,014609437	0,022599772	0,057187749
SPINT3.7926.13.3	1,93E-20	2,74E-19	-0,0023354	9.88131291682493e-324	5.78056805634258e-321	0,388817101	6,26E-21	5,08E-19	-0,014992994	0,122875716	0,054099168
CHST9.11646.4.3	2,44E-20	3,44E-19	0,001584813	2,71E-15	2,66E-14	-0,035179952	0,110876125	0,148291114	0,007845294	-0,012749832	0,004576434
ITIH5.8233.2.3	2,51E-20	3,53E-19	0,001157364	0,104856413	0,156864846	-0,005255021	0,000574777	0,001583071	-0,01481306	-0,017110923	-0,00425044
PRSS1.3049.61.2	3,81E-20	5,34E-19	0,001547065	9,62E-13	7,77E-12	-0,031148972	7,16E-11	1,12E-09	-0,007415817	-0,061517166	-0,018569564
SERPINC1.3344.60.4	4,09E-20	5,70E-19	-0,000567659	0,441068427	0,522953039	-0,001231305	0,00015326	0,000501437	-0,004740912	-0,010432767	0,001997872
IGF1.2952.75.2	5,80E-20	8,04E-19	-0,001145306	3,41E-45	1,19E-43	-0,046219063	2,19E-09	2,46E-08	0,016545438	-0,006137153	0,028648163
C5orf63.13378.80.3	6,97E-20	9,62E-19	-0,001191878	1,15E-05	4,30E-05	-0,014830406	0,01997976	0,033831792	0,002421543	-0,006743019	0,01465871
TESC.12831.21.3	8,23E-20	1,13E-18	0,000864714	0,000327277	0,000936679	0,00882661	0,023138071	0,038673787	0,00923617	-0,002199362	0,002574259
DSC2.13126.52.3	1,25E-19	1,71E-18	0,000866596	0,000496908	0,001355837	0,008617397	2,27E-23	2,77E-21	-0,000316704	0,019869826	0,051483515
PTPRH.11222.62.3	1,45E-19	1,97E-18	-0,001342827	0,364912503	0,446411155	0,003478082	1,27E-05	5,82E-05	-0,00726593	0,005212825	0,033677434
ADSS.12644.63.3	1,82E-19	2,46E-18	0,002639841	4,03E-14	3,57E-13	0,057401936	0,998676016	0,998676016	0,000339258	-0,002370796	-0,000488584
SPOCK2.5491.12.3	1,83E-19	2,46E-18	-0,000919535	0,731573227	0,785266675	0,000904238	0,00479691	0,009773421	-0,004558096	-0,013801717	-0,017848138
FAM20A.6433.57.3	1,87E-19	2,51E-18	0,000782435	0,734120485	0,787083471	0,000762035	0,001549553	0,003748918	0,009228811	-0,005237351	0,005176481
CHGB.8235.48.3	2,94E-19	3,92E-18	0,001236039	0,078258214	0,121758125	-0,006277091	1,40E-18	7,18E-17	-0,006071926	0,025162545	0,064000041
FKBP6.12529.32.3	5,55E-19	7,38E-18	-0,001422411	0,352598552	0,433340657	-0,003843215	0,000409837	0,001174116	0,008754422	0,032183416	0,004351266
DCTPP1.4314.12.2	5,59E-19	7,40E-18	0,0025224	0,000124135	0,000379807	-0,028163398	0,597750209	0,641386413	0,009555984	-0,004119311	0,010196994
DCN.2666.53.2	7,47E-19	9,85E-18	0,000883711	1,25E-09	7,50E-09	0,015692519	0,064837628	0,093746941	-0,005469779	-0,011959653	-0,009126436
STC1.4930.21.1	8,15E-19	1,07E-17	0,001121379	2,47E-11	1,79E-10	0,021920104	2,32E-10	3,28E-09	-0,007909446	0,025964949	0,040407272
AFP.5792.8.2	8,55E-19	1,12E-17	0,001221406	0,050248368	0,082478382	0,006990043	0,149229515	0,19186652	0,002048421	-0,015016567	-0,00266047
RNASE4.5644.60.3	9,43E-19	1,23E-17	0,000763535	0,000332498	0,000950691	-0,008023512	4,15E-06	2,14E-05	-0,000533608	0,008918069	0,023282041
THBS3.8982.65.3	1,13E-18	1,46E-17	0,001219051	5,58E-16	5,77E-15	0,029065522	1,67E-05	7,43E-05	-0,004901806	0,020674816	0,032686082
SFTPC.5738.25.3	1,20E-18	1,55E-17	-0,001139499	8,94E-10	5,44E-09	-0,020538284	3,02E-09	3,30E-08	-0,002764022	0,017608417	0,04267159
PTPRU.8337.65.3	1,52E-18	1,94E-17	0,001262574	8,56E-47	3,21E-45	0,054047871	0,048701802	0,073391432	0,008448	0,005154252	-0,010731282
POFUT2.6042.52.3	1,66E-18	2,12E-17	-0,000887156	1,97E-10	1,29E-09	-0,016678602	3,01E-10	4,14E-09	0,013951067	0,007802802	0,031083052
PTGDS.10514.5.3	2,01E-18	2,55E-17	0,00104777	5,73E-06	2,23E-05	0,014059936	4,81E-36	2,01E-33	-0,008289857	0,048071345	0,075639144
GP1BA.4990.87.1	2,03E-18	2,57E-17	-0,000854569	0,790824238	0,837191783	0,000669833	5,61E-05	0,000210192	-0,001207608	0,005622796	0,022877088
SMOC1.13118.5.3	2,07E-18	2,61E-17	0,000835337	1,10E-38	3,05E-37	0,032439204	4,86E-33	1,42E-30	0,010363131	0,043439686	0,059832169
IGFBP6.14088.38.3	2,14E-18	2,69E-17	0,000738989	2,21E-262	9,22E-260	0,081262082	2,01E-24	2,94E-22	-0,000590914	0,042533397	0,036101944
SYT11.7089.42.3	3,24E-18	4,05E-17	0,001473403	0,63493694	0,702682765	-0,002079974	3,05E-05	0,000125539	-0,01612402	-0,032850821	0,000155602
HS6ST1.5465.32.3	6,13E-18	7,63E-17	-0,00067082	1,39E-28	2,55E-27	-0,022469938	8,20E-06	3,91E-05	-0,005346962	-0,00367789	0,014302754
CDH3.2643.57.2	6,31E-18	7,82E-17	-0,000827803	0,107832112	0,160676988	-0,003993468	9,30E-07	5,74E-06	0,012588149	0,001923807	-0,014770778
FBP1.7206.20.3	7,20E-18	8,89E-17	0,001958508	1,74E-35	4,14E-34	0,073837268	7,21E-06	3,51E-05	0,019554744	-0,020404677	-0,047436846
DCTN2.5879.51.3	7,65E-18	9,40E-17	0,000731375	3,22E-11	2,31E-10	0,014634343	0,390324412	0,445627988	0,002324927	0,004420474	0,007283405
SELP.4154.57.2	8,12E-18	9,94E-17	0,001240304	9,53E-15	8,99E-14	0,029016082	0,013508295	0,024033919	-0,012940926	0,000968529	-0,013423778
CSMD2.9971.5.3	8,23E-18	1,00E-16	0,001002846	7,39E-07	3,29E-06	-0,014967264	0,20264811	0,249787494	-0,003062186	0,004420857	0,011232666
MOB1A.12426.19.3	8,36E-18	1,02E-16	-0,001273287	0,953041269	0,964583291	0,000225768	0,071223987	0,101783051	0,004586746	0,009069314	0,020211282
MSTN.14583.49.3	9,28E-18	1,12E-16	-0,001160624	1,27E-76	9,05E-75	0,066161624	0,000836006	0,002193109	-0,0048319	0,025633913	0,016049372
DIABLO.3122.6.2	1,02E-17	1,23E-16	0,001255386	1,50E-06	6,38E-06	0,01825884	2,78E-14	7,67E-13	-0,033635665	-0,003534711	0,023385014
MPO.2580.83.2	1,15E-17	1,38E-16	-0,001303344	0,008962268	0,018268038	-0,010304627	0,004150978	0,008641717	0,01024047	0,016115498	0,026465866
AKT2.14685.17.3	1,36E-17	1,61E-16	0,001039134	1,35E-09	8,04E-09	0,019130304	3,81E-08	3,30E-07	0,021052976	-0,004846232	-0,015336702
PLAUR.2652.15.1	1,35E-17	1,61E-16	0,001059717	5,00E-38	1,37E-36	-0,0418117	2,37E-17	1,01E-15	0,009127222	-0,011068061	0,044830315
DPY30.13943.38.3	1,50E-17	1,77E-16	0,001384391	0,000663494	0,001773968	0,014312679	3,32E-12	6,61E-11	0,015359462	0,01655423	0,060818774
NPPA.5443.62.2	1,68E-17	1,98E-16	0,000965036	2,55E-07	1,19E-06	-0,015141888	6,99E-06	3,42E-05	0,001987821	-0,0015834	0,026347347
C5orf38.6378.2.3	1,75E-17	2,05E-16	0,001625872	3,62E-11	2,58E-10	0,0328139	5,10E-18	2,40E-16	0,05744006	-0,001638845	-0,004026597
CCL17.3519.3.2	2,00E-17	2,34E-16	0,00149376	0,011097496	0,022142002	-0,011563297	9,68E-12	1,75E-10	-0,042728081	0,002600106	-0,008572839
DNAJB12.8006.12.3	2,32E-17	2,70E-16	0,001487164	0,87330206	0,90229902	-0,000724062	0,000922031	0,002386674	0,012217997	0,01571185	0,03480013
PTPN4.14254.27.3	2,49E-17	2,89E-16	0,000822156	0,094857952	0,144059974	0,00419762	3,04E-07	2,12E-06	-0,017580382	0,005392731	0,00223559
NEGR1.7050.5.3	3,66E-17	4,22E-16	0,000651691	1,47E-09	8,69E-09	-0,012136731	3,56E-15	1,15E-13	-0,007900627	0,002387123	0,027631248
SCO1.7853.19.3	3,66E-17	4,22E-16	-0,000780748	0,000252004	0,000737113	-0,008787857	9,62E-10	1,17E-08	-0,005466065	0,020737824	0,027946709
PTPN11.3397.7.4	3,72E-17	4,27E-16	0,001634561	5,37E-09	2,99E-08	0,02937344	0,250625251	0,302175952	-0,009758065	0,002646075	-0,011532731
FCGR3B.3311.27.1	3,92E-17	4,48E-16	0,001100366	0,585035281	0,6576588	-0,001848069	1,49E-05	6,68E-05	-0,000526656	-0,005512471	0,02723284
S100A4.14116.129.3	3,97E-17	4,52E-16	0,001361719	5,47E-19	6,78E-18	0,037465404	0,090568901	0,125492201	-0,013726505	-0,003932631	-0,001059647
NOTUM.8252.2.3	4,26E-17	4,83E-16	0,001341672	0,000151374	0,000455523	0,015666075	0,02835488	0,046256567	0,010923912	-0,014717394	-0,009586241
PTH.5954.62.3	5,55E-17	6,27E-16	0,001765766	2,74E-07	1,26E-06	0,028097185	0,14250446	0,18419158	0,008445076	-0,018579682	-0,013052388
ARHGAP30.12807.89.3	6,29E-17	7,08E-16	0,000680774	0,000805107	0,002102623	0,007068205	0,071241321	0,101783051	0,004293213	-0,00115498	-0,007650158
NBL1.2944.66.2	7,41E-17	8,30E-16	0,001050819	0,00762448	0,015716423	-0,008705483	1,07E-28	2,24E-26	-0,009040133	0,01709417	0,070446778
OBP2B.5680.54.3	1,04E-16	1,16E-15	-0,002286397	2,04E-80	1,57E-78	0,138338744	0,002463813	0,005612658	0,010010286	0,045651438	0,047716753
FCN2.3313.21.2	1,18E-16	1,32E-15	-0,001011008	5,11E-07	2,30E-06	-0,015888261	1,94E-08	1,79E-07	0,019498883	0,004921415	-0,017707294
GLCE.7808.5.3	1,23E-16	1,36E-15	0,000921548	0,008475195	0,017359905	0,00758709	0,001251717	0,003110734	-0,012164427	0,006164493	-0,007262267
SRSF6.11573.3.3	1,71E-16	1,89E-15	0,001223081	2,12E-58	1,11E-56	0,062855921	2,83E-12	5,77E-11	0,034735346	0,031822004	0,016588601
IGFL4.6353.60.3	2,43E-16	2,67E-15	0,001296776	0,329176452	0,409537702	0,00399573	0,086279217	0,120403965	-0,004420813	0,013526103	0,017362663
CD93.14136.234.3	2,91E-16	3,18E-15	-0,000834792	1,46E-05	5,35E-05	0,011467916	3,74E-12	7,30E-11	0,004461254	0,026560987	0,039156576
MFAP5.6440.31.3	3,03E-16	3,31E-15	-0,000859637	0,00729839	0,015086778	-0,007309446	0,074316688	0,105573732	-0,002449711	-0,005401156	0,008754963
TNR.11302.237.3	6,29E-16	6,84E-15	-0,001105188	4,31E-10	2,71E-09	-0,022147711	2,08E-07	1,50E-06	-0,009706134	-0,012565659	0,025980572
AGER.4125.52.2	7,54E-16	8,16E-15	-0,001935726	2,10E-14	1,92E-13	-0,047690369	0,000401305	0,001151931	0,002396759	-0,030181553	0,024969574
TLR1.11149.3.3	7,94E-16	8,57E-15	-0,001284244	0,997699325	0,997699325	1,19E-05	1,51E-05	6,75E-05	0,023452608	0,001246822	0,021478928
APOB.2797.56.2	8,28E-16	8,90E-15	0,001590582	9,05E-09	4,94E-08	0,029461478	7,06E-06	3,45E-05	0,000527622	-0,031279596	-0,051833608
KIR2DS2.10428.1.3	9,01E-16	9,66E-15	0,001909236	0,009740061	0,019688789	0,01590036	9,12E-05	0,00031776	-0,005503407	0,036366887	0,052520908
FAM163A.6260.14.3	1,24E-15	1,32E-14	-0,000962934	3,77E-09	2,13E-08	-0,018405958	1,27E-08	1,22E-07	-0,002186079	0,018344037	0,038473994
YWHAQ.7625.27.3	1,25E-15	1,33E-14	0,000784207	0,018428707	0,034687237	-0,005984851	3,28E-05	0,000133314	0,01262225	-0,003224368	0,01249616
RAD51L3.12554.10.3	1,29E-15	1,36E-14	-0,001605212	2,73E-57	1,35E-55	0,084178527	0,000190826	0,000608023	-0,022803307	0,018431762	0,020614924
COL15A1.8974.172.3	1,71E-15	1,81E-14	-0,000730607	3,68E-47	1,40E-45	0,034700557	8,95E-22	7,93E-20	0,00664952	0,03688043	0,04531606
CD209.3029.52.2	1,76E-15	1,86E-14	0,001214814	4,62E-12	3,57E-11	-0,027420786	0,000118458	0,000400567	-0,005596032	-0,035571444	-0,023735139
S100A13.7223.60.3	2,24E-15	2,35E-14	0,002080071	2,79E-24	4,32E-23	-0,069500452	1,01E-11	1,79E-10	-0,008089575	-0,00859405	0,083346786
KCNE5.8908.14.3	4,01E-15	4,19E-14	0,000819106	5,06E-25	8,17E-24	-0,028077847	5,51E-17	2,24E-15	-0,0109043	-0,008240133	0,034569451
TAX1BP3.12498.12.3	5,45E-15	5,67E-14	0,001256805	0,531220109	0,608624684	-0,002607478	0,046658849	0,070897212	-0,01060755	0,008260003	0,013574441
PARK2.13013.41.3	6,50E-15	6,74E-14	-0,000903141	0,017716549	0,033541039	-0,007119152	0,794028534	0,823301476	0,003096642	0,002759587	0,004602608
SH2D1A.4567.82.2	6,55E-15	6,77E-14	-0,001742992	0,021715224	0,04014983	-0,013299677	1,79E-09	2,07E-08	-0,043106959	0,0264628	0,012007461
GPC1.8697.38.3	7,71E-15	7,94E-14	-0,000877283	0,833378796	0,869549359	-0,000614965	1,75E-05	7,72E-05	0,006458961	-0,005720147	0,021781549
HRSP12.14636.25.3	1,03E-14	1,05E-13	0,001960026	3,79E-27	6,65E-26	0,071299268	0,03407774	0,053937448	0,016369511	-0,006564899	-0,024791445
CPA2.9276.7.3	1,16E-14	1,19E-13	-0,001130703	0,825124367	0,863803386	0,000838151	0,657775381	0,697351573	0,005732179	-0,002216458	0,00061355
ARSK.8269.327.3	1,18E-14	1,20E-13	0,000845243	0,042830643	0,072001323	-0,005745855	0,095123864	0,130627842	0,005781533	-0,00630352	0,005118858
TNC.4155.3.2	1,19E-14	1,21E-13	-0,001186913	1,86E-05	6,67E-05	-0,017074051	8,02E-12	1,48E-10	-0,012141967	0,024034699	0,052654025
MET.2837.3.2	1,32E-14	1,34E-13	-0,00070524	7,31E-25	1,16E-23	-0,024565857	3,85E-05	0,000153289	-0,010513391	-0,013589509	0,002934886
NADK.13624.17.3	1,39E-14	1,41E-13	0,001634036	0,062460393	0,099345649	-0,010246063	0,849192345	0,869404133	0,000733837	-0,002020865	-0,009276812
EMILIN3.8773.172.3	1,82E-14	1,83E-13	-0,001105716	2,60E-36	6,67E-35	0,04747042	0,00045233	0,001278332	0,001525299	0,016842295	0,031826629
ORC6L.12389.4.3	2,11E-14	2,11E-13	0,001121529	3,41E-14	3,07E-13	-0,028909765	6,52E-05	0,000240266	0,006777996	-0,019968953	0,015313583
CACNA2D3.8885.6.3	2,62E-14	2,61E-13	-0,001109735	7,80E-24	1,18E-22	0,038218753	2,10E-05	9,01E-05	-0,020969769	-0,009494147	0,008975534
ASIP.5676.54.3	2,76E-14	2,75E-13	0,001121031	0,099865411	0,150570272	-0,006280402	0,153047796	0,196258134	0,004734636	0,003625676	0,016351022
TNFRSF1B.3152.57.1	2,92E-14	2,89E-13	0,000813057	0,029369726	0,051750872	-0,006036809	2,04E-22	1,93E-20	-0,001834982	0,03009134	0,055876168
PLA2G12B.9380.2.3	3,24E-14	3,20E-13	0,000989576	7,39E-12	5,59E-11	-0,023201969	2,87E-11	4,80E-10	-0,000299209	-0,041982715	-0,041300251
LTA.LTB.3506.49.1	3,72E-14	3,67E-13	-0,001009391	3,27E-14	2,96E-13	-0,026292827	0,000106892	0,000364403	0,009312618	0,000455405	0,026622298
EHMT2.5843.60.3	4,17E-14	4,09E-13	0,001091253	2,24E-41	6,63E-40	-0,050949531	9,01E-07	5,63E-06	-0,014741867	-0,030620546	0,003991116
SLAMF1.7953.20.3	4,43E-14	4,33E-13	0,001044862	5,55E-14	4,85E-13	0,027049644	6,86E-05	0,000250981	0,002008599	0,018643656	0,033720428
C1QTNF5.7810.20.3	4,57E-14	4,45E-13	-0,00069595	1,05E-46	3,90E-45	-0,034714047	8,09E-06	3,87E-05	0,005979341	-0,004811548	0,018140588
SURF1.8009.121.3	5,40E-14	5,25E-13	0,001120174	0,944136101	0,957558285	-0,000270319	0,058730826	0,086238788	0,012305185	0,006198963	-0,003233159
NCAM2.6507.16.3	5,70E-14	5,52E-13	-0,001136354	0,188789908	0,256842084	-0,00514825	0,005239757	0,010511858	-0,01473146	-0,000427812	0,01193371
CCL16.4913.78.1	5,90E-14	5,70E-13	0,00120523	2,48E-30	4,93E-29	0,047949007	0,001361614	0,003346824	-0,009378172	0,015010685	0,026568702
MMRN2.11895.21.3	6,05E-14	5,83E-13	0,002152931	0,097376949	0,147350013	-0,012317517	0,021214268	0,035723509	-0,029548776	-0,014547766	-0,016227803
ADSSL1.13998.26.3	8,00E-14	7,67E-13	0,001903589	1,20E-43	3,90E-42	0,092494466	0,021112551	0,035572703	-0,000329635	-0,019413535	-0,041143912
PDGFD.9341.1.3	9,02E-14	8,62E-13	0,001359608	2,74E-36	6,96E-35	-0,059993143	0,005179546	0,01041249	-0,019384256	-0,020987254	-0,011524845
THSD1.5621.64.3	9,60E-14	9,15E-13	-0,000700495	0,110459854	0,163675315	0,003890437	0,000306225	0,000907504	-0,007905364	-0,001492599	0,013541185
ASPH.6998.106.3	9,75E-14	9,26E-13	0,000657009	0,02754791	0,048953607	-0,005039848	0,004168612	0,008672255	0,000443234	-0,015470065	-0,00186513
KRT20.12975.11.3	1,17E-13	1,10E-12	0,001258846	0,670824938	0,734892488	0,001867886	8,60E-07	5,40E-06	-0,006058642	0,013080034	0,045771735
IL18BP.3073.51.2	1,28E-13	1,20E-12	0,000986383	4,79E-14	4,21E-13	0,026085535	5,44E-09	5,67E-08	0,000879968	0,027026916	0,043860591
SPINK6.5731.1.3	1,48E-13	1,39E-12	0,00122537	2,91E-09	1,67E-08	0,025559387	0,002554128	0,00576008	0,017647508	0,021674473	0,017191845
CRP.4337.49.2	1,55E-13	1,45E-12	0,003044743	3,06E-12	2,40E-11	-0,074739232	0,116317943	0,154579729	0,025499801	0,003457409	-0,024879866
UBE2G2.9199.6.3	1,75E-13	1,63E-12	0,000720758	0,180958706	0,247338418	-0,003391368	0,013133919	0,023439117	0,009357896	-0,002472265	0,006209442
HMGN1.9187.2.3	1,76E-13	1,64E-12	0,001215207	0,00040501	0,001127169	0,015127631	7,93E-07	5,02E-06	0,019349555	-0,024099801	-0,028736057
PRL.2585.2.5	1,88E-13	1,74E-12	-0,001212979	1,95E-16	2,07E-15	-0,035276	0,526793758	0,577105521	0,000911325	0,010643055	0,011349687
SSR1.8106.15.3	1,88E-13	1,74E-12	0,001078108	4,08E-06	1,63E-05	0,017513289	0,076839084	0,108787183	0,006303498	-0,014350191	0,000283379
MAN1A2.9077.10.3	1,89E-13	1,74E-12	0,000584569	0,031803616	0,055372366	-0,004420893	0,168686079	0,213781101	0,000632435	0,000980873	0,008683905
NPTX2.6521.35.3	1,97E-13	1,81E-12	0,001077034	1,18E-13	1,02E-12	0,028251832	3,96E-06	2,06E-05	0,023038852	0,022491364	0,005352685
PDE2A.5246.64.3	2,40E-13	2,20E-12	-0,000957133	2,70E-06	1,10E-05	-0,015908211	0,000297631	0,000883829	0,005286723	0,000448629	0,026097676
TF.4162.54.2	3,47E-13	3,18E-12	-0,000454799	0,790570236	0,837191783	0,000430186	0,02705038	0,044351099	-0,005916945	0,000406588	0,002089193
MDM1.7898.29.3	3,51E-13	3,19E-12	0,000862869	0,003047796	0,006970137	-0,009111882	0,000105822	0,000361987	0,003488718	0,000770761	0,025479382
ROBO2.5116.62.2	3,66E-13	3,32E-12	-0,000555992	1,89E-42	5,94E-41	-0,027365978	2,64E-08	2,36E-07	-0,001996843	0,003707546	0,022705454
MANSC1.9557.5.3	3,65E-13	3,32E-12	-0,000835302	1,38E-05	5,09E-05	-0,01295693	9,06E-13	1,96E-11	-6,23E-05	0,013385685	0,045127756
NRXN3.5111.15.3	4,44E-13	4,01E-12	0,000689478	9,62E-07	4,20E-06	-0,012103735	2,31E-09	2,57E-08	-0,001180986	0,005132927	0,03058443
TFF1.9185.15.3	5,28E-13	4,75E-12	0,001737867	5,99E-05	0,000195898	-0,02505945	2,76E-08	2,46E-07	-0,047941004	0,006421138	0,006662665
ADAM11.6586.19.3	5,78E-13	5,18E-12	0,00093977	0,432017348	0,513888061	0,002655422	0,001499937	0,003656096	0,008923485	-0,020221248	-0,009606682
