Up/Down with age	ID	Description	# Significant in top100	# Annotated in SOMAscan 2.9k	Min fdr	fdr_n10	fdr_n11	fdr_n12	fdr_n13	fdr_n14	fdr_n15	fdr_n16	fdr_n17	fdr_n18	fdr_n19	fdr_n20	fdr_n21	fdr_n22	fdr_n23	fdr_n24	fdr_n25	fdr_n26	fdr_n27	fdr_n28	fdr_n29	fdr_n30	fdr_n31	fdr_n32	fdr_n33	fdr_n34	fdr_n35	fdr_n36	fdr_n37	fdr_n38	fdr_n39	fdr_n40	fdr_n41	fdr_n42	fdr_n43	fdr_n44	fdr_n45	fdr_n46	fdr_n47	fdr_n48	fdr_n49	fdr_n50	fdr_n51	fdr_n52	fdr_n53	fdr_n54	fdr_n55	fdr_n56	fdr_n57	fdr_n58	fdr_n59	fdr_n60	fdr_n61	fdr_n62	fdr_n63	fdr_n64	fdr_n65	fdr_n66	fdr_n67	fdr_n68	fdr_n69	fdr_n70	fdr_n71	fdr_n72	fdr_n73	fdr_n74	fdr_n75	fdr_n76	fdr_n77	fdr_n78	fdr_n79	fdr_n80	fdr_n81	fdr_n82	fdr_n83	fdr_n84	fdr_n85	fdr_n86	fdr_n87	fdr_n88	fdr_n89	fdr_n90	fdr_n91	fdr_n92	fdr_n93	fdr_n94	fdr_n95	fdr_n96	fdr_n97	fdr_n98	fdr_n99	fdr_n100
up	R-HSA-209822	Glycoprotein hormones	2	4	0,005068334	0,044895592	0,042762251	0,042821282	0,042821282	0,042821282	0,042821282	0,053756564	0,087693166	0,087693166	0,103122666	0,092737102	0,092737102	0,118829857	0,136414062	0,145646358	0,005068334	0,005995544	0,007106999	0,007106999	0,008146799	0,008146799	0,010617429	0,012246183	0,013915394	0,016622503	0,016622503	0,016622503	0,016622503	0,018271216	0,018271216	0,018271216	0,016360782	0,016360782	0,019023897	0,020662825	0,015977238	0,018320285	0,018320285	0,020294753	0,020294753	0,020294753	0,022196786	0,022196786	0,025787196	0,032235124	0,029176309	0,031024086	0,031024086	0,031413936	0,036645648	0,041462158	0,046347385	0,055364056	0,055364056	0,058313265	0,058313265	0,062720207	0,066856444	0,060997353	0,060997353	0,065751581	0,068831246	0,074935442	0,074935442	0,082607605	0,082607605	0,070098802	0,07508086	0,07508086	0,07821733	0,07821733	0,072369345	0,076263816	0,079255074	0,090370299	0,094948074	0,094948074	0,094948074	0,098457288	0,118639628	0,135404455	0,14760594	0,162697363	0,162697363	0,177441753	0,177441753	0,197317119	0,204566294	0,204566294	0,211966143	0,221273756
up	R-HSA-375281	Hormone ligand-binding receptors	2	5	0,006007099	0,044895592	0,042762251	0,045816697	0,045816697	0,045816697	0,045816697	0,057501067	0,090159113	0,090159113	0,105934988	0,103418315	0,103418315	0,118829857	0,136414062	0,145646358	0,006007099	0,007103426	0,008417154	0,008417154	0,009645077	0,009645077	0,010969272	0,012246183	0,013915394	0,017091229	0,017091229	0,017091229	0,017091229	0,020152121	0,020152121	0,020152121	0,019326806	0,019326806	0,022464407	0,024390719	0,01847575	0,021177367	0,021177367	0,024558466	0,024558466	0,024558466	0,028488263	0,028488263	0,030774144	0,033468424	0,029176309	0,031024086	0,031024086	0,036008245	0,040115506	0,043165808	0,048256181	0,060702911	0,060702911	0,063912823	0,063912823	0,068717465	0,073222051	0,070119345	0,070119345	0,075556524	0,079066095	0,084373097	0,084373097	0,090017211	0,090017211	0,074818003	0,082467283	0,082467283	0,089939836	0,089939836	0,088870012	0,093617668	0,097253451	0,110851684	0,119408907	0,119408907	0,119408907	0,123899698	0,148430094	0,160821328	0,166378296	0,174276672	0,174276672	0,180860299	0,180860299	0,198004363	0,216343303	0,216343303	0,23025832	0,240279693
up	R-HSA-975578	Reactions specific to the complex N-glycan synthesis pathway	2	5	0,006007099	0,044895592	0,042762251	0,045816697	0,045816697	0,045816697	0,045816697	0,057501067	0,090159113	0,090159113	0,105934988	0,103418315	0,103418315	0,118829857	0,136414062	0,145646358	0,006007099	0,007103426	0,008417154	0,008417154	0,009645077	0,009645077	0,010969272	0,012246183	0,013915394	0,017091229	0,017091229	0,017091229	0,017091229	0,020152121	0,020152121	0,020152121	0,019326806	0,019326806	0,022464407	0,024390719	0,01847575	0,021177367	0,021177367	0,024558466	0,024558466	0,024558466	0,028488263	0,028488263	0,030774144	0,033468424	0,029176309	0,031024086	0,031024086	0,036008245	0,040115506	0,043165808	0,048256181	0,060702911	0,060702911	0,063912823	0,063912823	0,068717465	0,073222051	0,070119345	0,070119345	0,075556524	0,079066095	0,084373097	0,084373097	0,090017211	0,090017211	0,074818003	0,082467283	0,082467283	0,089939836	0,089939836	0,088870012	0,093617668	0,097253451	0,110851684	0,119408907	0,119408907	0,119408907	0,123899698	0,148430094	0,160821328	0,166378296	0,174276672	0,174276672	0,180860299	0,180860299	0,198004363	0,216343303	0,216343303	0,23025832	0,240279693
up	R-HSA-1474244	Extracellular matrix organization	11	110	0,007492518	1	1	1	1	1	1	0,438467422	0,169702508	0,169702508	0,217671111	0,092737102	0,092737102	0,118829857	0,136414062	0,145646358	0,131334362	0,150987552	0,067698259	0,067698259	0,080468207	0,080468207	0,094361145	0,10506248	0,117284614	0,121021689	0,121021689	0,121021689	0,121021689	0,06038287	0,06038287	0,06038287	0,062711963	0,062711963	0,023908547	0,029376254	0,027227561	0,032792818	0,032792818	0,038153081	0,038153081	0,038153081	0,044628823	0,044628823	0,055999548	0,06730177	0,029176309	0,031024086	0,031024086	0,018794845	0,024201048	0,026558628	0,029420796	0,039911563	0,039911563	0,047711514	0,047711514	0,021503402	0,024984723	0,017798509	0,017798509	0,022652774	0,02761387	0,029500283	0,029500283	0,008039101	0,008039101	0,007492518	0,008998091	0,008998091	0,010477154	0,010477154	0,012151889	0,014227835	0,016382017	0,020640757	0,026557686	0,026557686	0,026557686	0,030278224	0,041152703	0,048992953	0,057408572	0,067881927	0,067881927	0,079267047	0,079267047	0,091626627	0,095064171	0,095064171	0,09857692	0,102982806
down	GO:0007605	sensory perception of sound	4	15	0,007733	0,297978378	0,3321	0,352951111	0,389549153	0,427210169	0,473935294	0,209318182	0,208585714	0,07648	0,032424	0,037696	0,041038	0,05	0,061502	0,007733	0,0093405	0,0108525	0,013158	0,0154035	0,018525	0,021489	0,024618	0,028348	0,032121	0,036144	0,04191	0,04191	0,0548085	0,062031	0,069531	0,07783	0,087305	0,0919	0,11028	0,120185	0,12943	0,139425	0,158185	0,16749	0,1861	0,20812	0,20812	0,201523636	0,212121	0,24495	0,2556	0,27258	0,21439	0,18072	0,15456	0,13356	0,15379625	0,17500125	0,17500125	0,156831429	0,16304	0,178517143	0,188657143	0,203845714	0,2183	0,230774286	0,24727	0,26918	0,30856	0,23162	0,23788	0,23788	0,24414	0,268905	0,3035025	0,343625	0,373108108	0,3713545	0,3713545	0,38668	0,40235967	0,366303913	0,374288333	0,374288333	0,383834684	0,391954128	0,388315385	0,38367	0,352214	0,352214	0,333432727	0,320308333	0,3381175	0,353316667	0,3680625	0,383210833
down	GO:0050954	sensory perception of mechanical stimulus	4	17	0,007733	0,2989624	0,332228571	0,352951111	0,396167939	0,433896183	0,474623881	0,209318182	0,208585714	0,07648	0,03667	0,043193333	0,052303333	0,0625	0,077991667	0,007733	0,0093405	0,0108525	0,013158	0,0154035	0,018525	0,021489	0,024618	0,028348	0,032121	0,036144	0,04191	0,04191	0,0548085	0,062031	0,069531	0,07783	0,087305	0,0919	0,11028	0,120185	0,12943	0,139425	0,158185	0,16749	0,1861	0,20812	0,20812	0,201523636	0,212121	0,24495	0,2556	0,27258	0,21439	0,18072	0,15792	0,13356	0,15379625	0,17500125	0,17500125	0,156831429	0,16304	0,178517143	0,188657143	0,203845714	0,2183	0,230774286	0,24727	0,26918	0,30856	0,258746667	0,272657778	0,272657778	0,289351111	0,310165556	0,33005	0,343625	0,373108108	0,3713545	0,3713545	0,38668	0,40235967	0,366303913	0,374288333	0,374288333	0,383834684	0,391954128	0,388315385	0,399443478	0,39432754	0,39432754	0,358325926	0,366066667	0,392942308	0,402612308	0,41175	0,401563664
up	R-HSA-209952	Peptide hormone biosynthesis	2	6	0,007849524	0,044895592	0,042762251	0,04804122	0,04804122	0,04804122	0,04804122	0,060276289	0,090159113	0,090159113	0,105934988	0,105281407	0,105281407	0,118829857	0,136414062	0,145646358	0,007849524	0,00927868	0,01099065	0,01099065	0,012589359	0,012589359	0,014312501	0,015972697	0,018143155	0,020488987	0,020488987	0,020488987	0,020488987	0,022504573	0,022504573	0,022504573	0,022374023	0,022374023	0,023908547	0,029376254	0,02497221	0,028613207	0,028613207	0,031673575	0,031673575	0,031673575	0,034616438	0,034616438	0,037380234	0,040637869	0,036623945	0,038929011	0,038929011	0,041300771	0,04761959	0,053284685	0,058160918	0,073516057	0,073516057	0,07737492	0,07737492	0,083160837	0,088579477	0,086364942	0,086364942	0,094617152	0,104362991	0,103805896	0,103805896	0,100027445	0,100027445	0,084758225	0,090714913	0,090714913	0,094434477	0,094434477	0,092445108	0,097347745	0,10738255	0,122382141	0,13436464	0,13436464	0,13436464	0,139227368	0,162815066	0,17072075	0,17655444	0,189518568	0,189518568	0,201597808	0,201597808	0,222227688	0,2302211	0,2302211	0,23837195	0,250365607
up	R-HSA-196071	Metabolism of steroid hormones	2	7	0,008752674	0,044895592	0,043971404	0,049751858	0,049751858	0,049751858	0,049751858	0,062405406	0,090159113	0,090159113	0,105934988	0,105281407	0,105281407	0,118829857	0,136414062	0,145646358	0,008752674	0,011349421	0,012246184	0,012246184	0,014022356	0,014022356	0,015935763	0,017777699	0,02018599	0,022787553	0,022787553	0,022787553	0,022787553	0,025020038	0,025020038	0,025020038	0,025430862	0,025430862	0,027076162	0,029376254	0,027227561	0,032792818	0,032792818	0,034508717	0,034508717	0,034508717	0,040601192	0,040601192	0,043826664	0,047628547	0,043948524	0,046697383	0,046697383	0,049524185	0,054811579	0,058935842	0,062719813	0,074481905	0,074481905	0,078362595	0,078362595	0,084191352	0,096047265	0,096682663	0,096682663	0,108011754	0,114981892	0,114435147	0,114435147	0,105366145	0,105366145	0,098282406	0,105150825	0,105150825	0,109422	0,109422	0,108081317	0,113771287	0,119107618	0,137714899	0,155197817	0,155197817	0,155197817	0,16247696	0,201106199	0,210793541	0,217916322	0,228092904	0,228092904	0,236534876	0,236534876	0,258765349	0,267974352	0,267974352	0,277359735	0,289217495
down	R-HSA-166662	Lectin pathway of complement activation	3	3	0,008819385	1	1	1	1	1	1	1	1	1	1	1	1	0,287345001	0,268724165	0,177449271	0,205298116	0,204438093	0,204438093	0,219648969	0,224110808	0,224110808	0,233800782	0,233800782	0,254266119	0,254266119	0,253392774	0,253392774	0,245214232	0,245214232	0,245214232	0,258199217	0,265451081	0,267836649	0,267836649	0,267836649	0,267836649	0,284098488	0,28847734	0,28237754	0,28237754	0,297299059	0,297299059	0,29728531	0,092629056	0,102587397	0,102587397	0,116730786	0,116730786	0,127714394	0,127714394	0,103727325	0,103727325	0,109881398	0,109881398	0,109881398	0,117313669	0,137396254	0,137396254	0,1486669	0,162515268	0,174461652	0,192947312	0,192947312	0,205613404	0,211799171	0,211799171	0,211799171	0,211799171	0,230624195	0,244671145	0,262821224	0,291011439	0,333664851	0,333664851	0,36687952	0,36687952	0,36687952	0,400412128	0,400412128	0,400412128	0,400412128	0,400412128	0,333783272	0,279805474	0,279805474	0,008819385	0,00939773	0,010127802	0,010670363	0,010670363	0,011266415
up	GO:0048248	CXCR3 chemokine receptor binding	3	4	0,010336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,297528947	0,297528947	0,277713333	0,279648372	0,057918	0,060676	0,063828	0,06698	0,071912	0,071912	0,07626	0,07954	0,086072	0,091584	0,100334	0,10442	0,10994	0,10994	0,121024	0,12642	0,132392	0,138444	0,145152	0,1512	0,155736	0,160776	0,16764	0,17391	0,17391	0,182336	0,18928	0,195	0,202014	0,210672	0,223584	0,010336	0,010902	0,010902	0,011869	0,011869	0,011869	0,0133455	0,015785	0,01363	0,0147	0,0147	0,0152	0,016995	0,017105	0,017325	0,01908	0,01926	0,02093	0,02106	0,02289	0,02289	0,024975	0,024975	0,0268	0,02704
up	R-HSA-3000157	Laminin interactions	2	7	0,012246184	1	1	1	1	1	1	1	0,090159113	0,090159113	0,105934988	0,105281407	0,105281407	0,118829857	0,136414062	0,145646358	0,131334362	0,150987552	0,012246184	0,012246184	0,014022356	0,014022356	0,015935763	0,017777699	0,02018599	0,022787553	0,022787553	0,022787553	0,022787553	0,025020038	0,025020038	0,025020038	0,025430862	0,025430862	0,027076162	0,029376254	0,027227561	0,032792818	0,032792818	0,034508717	0,034508717	0,034508717	0,040601192	0,040601192	0,043826664	0,047628547	0,043948524	0,046697383	0,046697383	0,049524185	0,054811579	0,058935842	0,062719813	0,074481905	0,074481905	0,078362595	0,078362595	0,084191352	0,096047265	0,096682663	0,096682663	0,108011754	0,114981892	0,114435147	0,114435147	0,105366145	0,105366145	0,098282406	0,105150825	0,105150825	0,109422	0,109422	0,108081317	0,113771287	0,119107618	0,137714899	0,155197817	0,155197817	0,155197817	0,16247696	0,201106199	0,210793541	0,217916322	0,228092904	0,228092904	0,236534876	0,236534876	0,258765349	0,267974352	0,267974352	0,277359735	0,289217495
down	GO:0031012	extracellular matrix	13	178	0,013846667	0,340514286	0,450257143	0,375136364	0,382642857	0,458453333	0,222755556	0,185169231	0,206046154	0,216075	0,27009375	0,1738	0,07612	0,07425	0,1034075	0,013846667	0,021708	0,0204	0,030428571	0,035248571	0,0462	0,0572	0,06478	0,07505	0,0922	0,112545	0,0614625	0,0746625	0,061974286	0,03184	0,02985	0,03485	0,035191667	0,040414286	0,043342857	0,05125	0,060621429	0,071164286	0,0205	0,0252	0,03	0,03717125	0,03717125	0,04036125	0,04608625	0,053815	0,06211625	0,07373125	0,0846	0,09735	0,1121	0,126555	0,14337	0,155578889	0,165486667	0,18557	0,211466667	0,2378	0,2624	0,292466667	0,335844444	0,3683	0,346263158	0,354389474	0,365210526	0,330485714	0,340314286	0,340314286	0,35604	0,3668	0,3763	0,39285	0,42525	0,443619048	0,443619048	0,440791304	0,461584906	0,475807692	0,470208889	0,469812	0,487494444	0,48645	0,426332727	0,283235833	0,14364	0,14364	0,143795455	0,145446154	0,149238462	0,163292308	0,178684615	0,194969231
up	R-HSA-372790	Signaling by GPCR	9	200	0,014045154	0,111549391	0,042762251	0,014045154	0,014045154	0,014045154	0,014045154	0,032257209	0,076072859	0,076072859	0,091606141	0,092737102	0,092737102	0,118829857	0,136414062	0,145646358	0,066696962	0,085764478	0,089661867	0,089661867	0,101126772	0,101126772	0,12015074	0,148936582	0,173187285	0,187774701	0,187774701	0,187774701	0,187774701	0,206854436	0,206854436	0,206854436	0,124263562	0,124263562	0,138447192	0,162684912	0,105901811	0,123971314	0,123971314	0,146241761	0,146241761	0,146241761	0,15616701	0,15616701	0,175768536	0,18488838	0,199960044	0,222711337	0,222711337	0,216876816	0,248879099	0,2724338	0,298746641	0,305500503	0,305500503	0,308037097	0,308037097	0,312443845	0,339949567	0,360648229	0,360648229	0,398383665	0,420082545	0,430603964	0,430603964	0,45910473	0,45910473	0,351636969	0,367341428	0,367341428	0,387935808	0,387935808	0,397921168	0,426855602	0,441901568	0,480824509	0,506688735	0,506688735	0,506688735	0,539716761	0,531639748	0,54016527	0,554249086	0,558240054	0,558240054	0,556279663	0,556279663	0,612397289	0,635082262	0,635082262	0,6488153	0,677087955
down	GO:0004716	signal transducer, downstream of receptor, with protein tyrosine kinase activity	3	7	0,015478	NA	NA	NA	NA	NA	NA	0,336154545	0,326615385	0,306294118	0,327555556	0,297990476	0,281991667	0,251517241	0,164571429	0,149833333	0,1661	0,17595	0,167466667	0,175555556	0,213777778	0,222	0,239733333	0,256266667	0,24871	0,28684	0,2525	0,2525	0,015478	0,017004	0,018615	0,020367	0,0227	0,02508	0,02736	0,02977	0,03206	0,03495	0,03728	0,03961	0,04194	0,04427	0,04427	0,04977	0,05214	0,05784	0,06025	0,06588	0,0686	0,0735	0,07812	0,08316	0,0896	0,09509	0,09509	0,10023	0,10619	0,11223	0,11835	0,12502	0,135	0,14144	0,15015	0,15561	0,165	0,17484	0,1833	0,1833	0,1833	0,20808	0,21726	0,22792	0,23716	0,248	0,248	0,2573	0,2573	0,233385714	0,254871429	0,254871429	0,274545714	0,255237143	0,152733333	0,152733333	0,159	0,159	0,1605	0,177666667	0,194327273	0,204654545	0,215090909	0,224972727
down	R-HSA-1474228	Degradation of the extracellular matrix	5	43	0,017727645	0,017727645	0,017727645	0,017727645	0,031730947	0,031730947	0,057612492	0,100101873	0,144624194	0,144624194	0,198694488	0,226484638	0,244087071	0,287345001	0,268724165	0,028794255	0,03883156	0,049069005	0,049069005	0,061087173	0,077567081	0,077567081	0,0941745	0,0941745	0,117535985	0,117535985	0,024908217	0,024908217	0,035405986	0,035405986	0,035405986	0,043704382	0,05316417	0,064753857	0,064753857	0,064753857	0,064753857	0,077840094	0,092412841	0,099413942	0,099413942	0,111650303	0,111650303	0,121373444	0,092629056	0,102587397	0,102587397	0,116730786	0,116730786	0,127714394	0,127714394	0,103727325	0,103727325	0,109881398	0,109881398	0,109881398	0,117313669	0,137396254	0,137396254	0,1486669	0,162515268	0,174461652	0,192947312	0,192947312	0,205613404	0,211799171	0,211799171	0,211799171	0,211799171	0,230624195	0,244671145	0,262821224	0,291011439	0,333664851	0,333664851	0,36687952	0,36687952	0,36687952	0,400412128	0,400412128	0,400412128	0,400412128	0,400412128	0,333783272	0,352855433	0,352855433	0,303587218	0,326108785	0,351034466	0,367842552	0,367842552	0,386292846
up	R-HSA-418594	G alpha (i) signalling events	5	38	0,01847575	1	0,156857819	0,032204704	0,032204704	0,032204704	0,032204704	0,050401289	0,077878294	0,077878294	0,091606141	0,092737102	0,092737102	0,118829857	0,136414062	0,145646358	0,116163119	0,135722949	0,124854815	0,124854815	0,141365615	0,141365615	0,153384724	0,166114276	0,173187285	0,186388642	0,186388642	0,186388642	0,186388642	0,202380679	0,202380679	0,202380679	0,063285936	0,063285936	0,076043486	0,085176069	0,01847575	0,021177367	0,021177367	0,024558466	0,024558466	0,024558466	0,028596432	0,028596432	0,032806475	0,037790966	0,035453736	0,038929011	0,038929011	0,041300771	0,04761959	0,053690412	0,059807145	0,074216706	0,074216706	0,078362595	0,078362595	0,084191352	0,096047265	0,096682663	0,096682663	0,108011754	0,117044187	0,121113578	0,121113578	0,116155331	0,116155331	0,052196084	0,058941501	0,058941501	0,064642165	0,064642165	0,070733495	0,076263816	0,079255074	0,090370299	0,094948074	0,094948074	0,094948074	0,098457288	0,118639628	0,135404455	0,14760594	0,162697363	0,162697363	0,177441753	0,177441753	0,198004363	0,216343303	0,216343303	0,23025832	0,240279693
down	GO:0007600	sensory perception	9	64	0,024396	0,468688172	0,529515328	0,551542761	0,607758076	0,6685625	0,69897377	0,298801705	0,300354974	0,222579294	0,227634247	0,2323016	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,110091429	0,131262857	0,155594286	0,183302857	0,1998225	0,2202525	0,25146	0,25146	0,244668462	0,264167692	0,291738462	0,302528571	0,213367826	0,250926957	0,2712888	0,2912175	0,305085	0,177637778	0,1861	0,16749	0,202642222	0,218631111	0,218631111	0,201523636	0,224108182	0,24921	0,298006364	0,342115714	0,21439	0,18072	0,108864	0,122976	0,14119	0,160291	0,160291	0,024396	0,026494	0,03177	0,03834	0,04324	0,050209	0,056758	0,063539	0,072303	0,081548	0,105168	0,117688	0,117688	0,132712	0,151099	0,170478	0,200677	0,2255	0,251251	0,251251	0,2762	0,30415	0,33588	0,374288333	0,374288333	0,383834684	0,391954128	0,388315385	0,1914	0,211713333	0,211713333	0,17328	0,18785	0,20433	0,22661	0,2413125	0,26361
down	GO:0005581	collagen trimer	5	27	0,0259625	0,486964286	0,507571429	0,53823913	0,551885714	0,661696	0,539144828	0,499645714	0,478195	0,547328571	0,604905405	0,571278689	0,603870448	0,245012308	0,23959	0,0259625	0,0326625	0,03332	0,0388725	0,044448889	0,051975	0,057365	0,06478	0,07505	0,089828571	0,100274286	0,094233333	0,087945	0,108455	0,106374545	0,114334545	0,139195	0,14924	0,159695	0,17056	0,18573	0,19352	0,198508333	0,02665	0,0294	0,0317625	0,03717125	0,03717125	0,04036125	0,04608625	0,053324286	0,05725	0,062778571	0,067478571	0,072148571	0,077542857	0,081925714	0,08732	0,094678571	0,100531429	0,106728571	0,115028571	0,123	0,130028571	0,137057143	0,148771429	0,156028571	0,163928571	0,176228571	0,214166667	0,22747	0,213771429	0,213771429	0,2494	0,266803333	0,282666667	0,226125	0,23625	0,250025	0,250025	0,2666125	0,278	0,2901625	0,306675	0,3197175	0,2961	0,30832	0,320853333	0,283235833	0,2629125	0,2629125	0,06091875	0,0648875	0,06815	0,074675	0,0750375	0,0786625
down	R-HSA-166786	Creation of C4 and C2 activators	3	5	0,028122256	1	1	1	1	1	1	1	1	1	1	1	1	0,318742464	0,283430248	0,19869601	0,214362291	0,219851119	0,219851119	0,231809082	0,224685054	0,224685054	0,235659071	0,235659071	0,256216733	0,256216733	0,253392774	0,253392774	0,245214232	0,245214232	0,245214232	0,258199217	0,265451081	0,267836649	0,267836649	0,267836649	0,267836649	0,284098488	0,28847734	0,28237754	0,28237754	0,297299059	0,297299059	0,29728531	0,092629056	0,102587397	0,102587397	0,116730786	0,116730786	0,127714394	0,127714394	0,103727325	0,103727325	0,109881398	0,109881398	0,109881398	0,117313669	0,137396254	0,137396254	0,1486669	0,162515268	0,174461652	0,192947312	0,192947312	0,205613404	0,211799171	0,211799171	0,211799171	0,211799171	0,230624195	0,244671145	0,262821224	0,291011439	0,333664851	0,333664851	0,36687952	0,36687952	0,36687952	0,400412128	0,400412128	0,400412128	0,400412128	0,400412128	0,333783272	0,352855433	0,352855433	0,028122256	0,029941081	0,032239788	0,033938175	0,033938175	0,035803644
down	R-HSA-3000178	ECM proteoglycans	6	30	0,028122256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0,34408836	0,358481971	0,386920277	0,386920277	0,41379737	0,437998427	0,437998427	0,465378054	0,465378054	0,503076723	0,503076723	0,253392774	0,253392774	0,245214232	0,245214232	0,245214232	0,258199217	0,265451081	0,267836649	0,267836649	0,267836649	0,267836649	0,285243417	0,207974671	0,166569291	0,166569291	0,180999124	0,180999124	0,19524267	0,158677259	0,17293168	0,17293168	0,185927634	0,185927634	0,195381518	0,195381518	0,103727325	0,103727325	0,109881398	0,109881398	0,109881398	0,117313669	0,137396254	0,137396254	0,1486669	0,162515268	0,174461652	0,192947312	0,192947312	0,205613404	0,211799171	0,211799171	0,211799171	0,211799171	0,230624195	0,244671145	0,262821224	0,291011439	0,333664851	0,333664851	0,36687952	0,36687952	0,36687952	0,400412128	0,400412128	0,400412128	0,400412128	0,400412128	0,333783272	0,063062785	0,063062785	0,028122256	0,029941081	0,032239788	0,033938175	0,033938175	0,035803644
down	R-HSA-2022090	Assembly of collagen fibrils and other multimeric structures	3	16	0,028794255	0,040209696	0,040209696	0,040209696	0,058244045	0,058244045	0,089145223	0,134297012	0,171254456	0,171254456	0,198694488	0,226484638	0,244087071	0,287345001	0,268724165	0,028794255	0,03883156	0,049069005	0,049069005	0,061087173	0,077567081	0,077567081	0,0941745	0,0941745	0,117535985	0,117535985	0,077079741	0,077079741	0,100351096	0,100351096	0,100351096	0,113996208	0,128170408	0,144862774	0,144862774	0,144862774	0,144862774	0,162178188	0,119943649	0,099413942	0,099413942	0,111650303	0,111650303	0,121373444	0,092629056	0,102587397	0,102587397	0,116730786	0,116730786	0,127714394	0,127714394	0,103727325	0,103727325	0,109881398	0,109881398	0,109881398	0,117313669	0,137396254	0,137396254	0,1486669	0,162515268	0,174461652	0,192947312	0,192947312	0,205613404	0,211799171	0,211799171	0,211799171	0,211799171	0,230624195	0,244671145	0,262821224	0,291011439	0,333664851	0,333664851	0,36687952	0,36687952	0,36687952	0,400412128	0,400412128	0,400412128	0,400412128	0,400412128	0,372688868	0,352855433	0,352855433	0,309012589	0,327498445	0,351034466	0,367842552	0,367842552	0,386292846
up	R-HSA-3000178	ECM proteoglycans	4	30	0,029176309	1	1	1	1	1	1	1	0,219808917	0,219808917	0,256662979	0,270358633	0,270358633	0,289157097	0,310000429	0,327228801	0,335091864	0,350876332	0,089893869	0,089893869	0,101126772	0,101126772	0,115359892	0,127623108	0,138277641	0,143645027	0,143645027	0,143645027	0,143645027	0,040699297	0,040699297	0,040699297	0,037192699	0,037192699	0,044836187	0,05038464	0,049283979	0,058256335	0,058256335	0,066421418	0,066421418	0,066421418	0,070268082	0,070268082	0,07793226	0,086906754	0,029176309	0,031024086	0,031024086	0,031413936	0,036645648	0,041462158	0,046347385	0,057715095	0,057715095	0,063573528	0,063573528	0,068717465	0,073222051	0,070119345	0,070119345	0,075556524	0,079066095	0,084373097	0,084373097	0,090017211	0,090017211	0,074818003	0,082467283	0,082467283	0,089939836	0,089939836	0,092445108	0,097347745	0,104481278	0,121644191	0,13436464	0,13436464	0,13436464	0,139227368	0,162815066	0,17072075	0,17655444	0,189518568	0,189518568	0,201597808	0,201597808	0,226092119	0,239887819	0,239887819	0,25424329	0,27132217
